,Result,p_value,Sen_Slope,Latitude,Longitude
CA1,no trend,0.5787126989279754,0.0029632325365853587,31.375,72.375
CA10,no trend,0.12798847972762917,0.007971879888888892,32.125,73.125
CA11,no trend,0.05730598893972361,0.013394986923076922,32.125,73.375
CA12,increasing,0.0396140760664323,0.01946022885714285,32.125,73.625
CA13,no trend,0.09065964382730218,0.015063281675000002,32.375,73.125
CA14,increasing,0.02960491701982182,0.02036859784444448,32.375,73.375
CA15,increasing,0.009869908607444078,0.023853691627450976,32.375,73.625
CA16,increasing,0.02223147590906982,0.027510347272727307,32.375,73.875
CA17,increasing,0.020040708267546448,0.03219445863999994,32.375,74.125
CA18,no trend,0.06936322397662731,0.022180827848101263,32.375,77.375
CA19,increasing,0.016806659693517245,0.031510881676470585,32.625,73.625
CA2,no trend,0.44080181969197896,0.0035348037037037042,31.375,72.625
CA20,increasing,0.028640370629606338,0.03210501603846151,32.625,73.875
CA21,increasing,0.035998365130720744,0.03680471096363637,32.625,74.125
CA22,increasing,0.01901776924601606,0.041103604888888916,32.625,74.375
CA23,increasing,0.024213354214826177,0.04130905853521125,32.625,74.625
CA24,no trend,0.08819565697334819,0.021853800137254912,32.625,74.875
CA25,increasing,0.02504798944787523,0.030959862121212108,32.625,76.625
CA26,increasing,0.020040708267546448,0.027964138709677414,32.625,76.875
CA27,no trend,0.10382146502281286,0.02448617232142858,32.625,77.125
CA28,no trend,0.07559270054963352,0.025215702333333388,32.625,77.375
CA29,increasing,0.0025442012426761806,0.060072491673076905,32.875,74.125
CA3,no trend,0.2810920495236813,0.007856705500000005,31.625,72.625
CA30,increasing,0.001958695499005847,0.06348644493670887,32.875,74.375
CA31,increasing,0.0021857266882647775,0.06147762328767122,32.875,74.625
CA32,increasing,0.001640068127965355,0.06116057230612245,32.875,74.875
CA33,no trend,0.07667404653906651,0.034036958378378376,32.875,75.125
CA34,increasing,0.03899087422809,0.040269461500000006,32.875,75.375
CA35,increasing,0.0075443449181991085,0.04090211013043479,32.875,76.625
CA36,increasing,0.014558853027937246,0.03198123598148147,32.875,76.875
CA37,increasing,0.04353345116258511,0.03174233125000003,32.875,77.125
CA38,increasing,0.04024571172515312,0.05288537775555555,33.125,74.125
CA39,increasing,0.03542396828485228,0.054535424734374977,33.125,74.375
CA4,no trend,0.18265046019018039,0.010827746923076921,31.625,72.875
CA40,increasing,0.018040779046951227,0.05709414166666665,33.125,74.625
CA41,increasing,0.009869908607444078,0.055406221511627884,33.125,74.875
CA42,increasing,0.00047422194520696515,0.0717602182380953,33.125,75.125
