,Result,p_value,Sen_Slope,Latitude,Longitude
CA1,increasing,0.03213930966155698,0.03954569385294119,31.375,72.375
CA10,increasing,0.0036493528181664736,0.1306382834761902,32.125,73.125
CA11,increasing,0.002599589152967763,0.14044468140909083,32.125,73.375
CA12,increasing,0.0014011555593744784,0.14064702340625068,32.125,73.625
CA13,increasing,0.003573862567090913,0.14326020094366199,32.375,73.125
CA14,increasing,0.0019159726862454374,0.15598072833334223,32.375,73.375
CA15,increasing,0.0006496602784846761,0.16535543728571428,32.375,73.625
CA16,increasing,0.0003525100671606385,0.17494666185365843,32.375,73.875
CA17,increasing,0.0001130477698021437,0.23833497119230762,32.375,74.125
CA18,increasing,0.0036493528181664736,0.14517198460869585,32.375,77.375
CA19,increasing,0.0005622875120152582,0.19929140181081076,32.625,73.625
CA2,increasing,0.027703011309899717,0.040318914639999974,31.375,72.625
CA20,increasing,0.00033531900572114637,0.20786427115999984,32.625,73.875
CA21,increasing,0.00019644188015544017,0.26015195547500003,32.625,74.125
CA22,increasing,7.743994419362465e-05,0.26828374042857306,32.625,74.375
CA23,increasing,0.0001043149263297849,0.25602035348000013,32.625,74.625
CA24,increasing,2.588325118746404e-05,0.24824047275000044,32.625,74.875
CA25,increasing,6.216244145162975e-05,0.22560279952941187,32.625,76.625
CA26,increasing,1.0054491643929353e-05,0.2276377244878049,32.625,76.875
CA27,increasing,0.003804699472940598,0.14410511906557366,32.625,77.125
CA28,increasing,0.0030839741275201504,0.14806277503846146,32.625,77.375
CA29,increasing,7.648606157095728e-06,0.35215785698666663,32.875,74.125
CA3,increasing,0.015094427418352652,0.05908219938775511,31.625,72.625
CA30,increasing,3.000766691352297e-06,0.349957130100001,32.875,74.375
CA31,increasing,4.115908545765379e-06,0.3371992915555566,32.875,74.625
CA32,increasing,4.115908545765379e-06,0.3327568911857144,32.875,74.875
CA33,increasing,2.250067169029535e-06,0.2916838145384618,32.875,75.125
CA34,increasing,3.0976753790934453e-06,0.28405902106666664,32.875,75.375
CA35,increasing,0.00025396966358415263,0.2020590167692306,32.875,76.625
CA36,increasing,1.1687590850906204e-05,0.23458716574999983,32.875,76.875
CA37,increasing,0.000926319907119888,0.1622144547999998,32.875,77.125
CA38,increasing,0.0004627470455191851,0.2927745577999997,33.125,74.125
CA39,increasing,0.0002672272771222506,0.29671376229999963,33.125,74.375
CA4,increasing,0.010843838852504506,0.06653833412500032,31.625,72.875
CA40,increasing,0.00011610883562052088,0.3042732458139539,33.125,74.625
CA41,increasing,6.390274366796511e-05,0.2962031412222218,33.125,74.875
CA42,increasing,7.358057623196856e-07,0.4119746647974682,33.125,75.125
CA43,increasing,4.8396025609243054e-05,0.27531295952941215,33.125,75.375
CA44,increasing,3.755420309525803e-05,0.26534987716666747,33.125,75.625
CA45,increasing,4.575678892626556e-05,0.25849460170212735,33.125,75.875
CA46,increasing,0.00209216578077287,0.19602284269565226,33.125,76.125
CA47,increasing,0.0007495255325975503,0.1974547799666664,33.125,76.375
CA48,increasing,0.00022347421625634745,0.20314464607692265,33.125,76.625
CA49,increasing,9.115936855796924e-05,0.21018858933333331,33.375,74.375
CA5,increasing,0.010843838852504506,0.08517088103370783,31.875,72.625
CA50,increasing,0.0005622875120152582,0.31434043594736755,33.375,74.625
