,Result,p_value,Sen_Slope,Latitude,Longitude
JA41,no trend,0.1172543419784362,-1.8960976122589832,33.875,74.375
JA42,no trend,0.16063112444447003,-1.7973763874206719,33.875,74.625
JA43,no trend,0.12376498707129491,-1.4651909019153748,33.875,74.875
JA44,decreasing,0.018452305746918585,-1.5358150600379465,33.875,75.125
JA45,decreasing,0.03247777495561954,-1.3707251556614546,33.875,75.375
JA46,decreasing,0.01714159544079563,-2.3945089862246336,34.125,73.625
JA47,decreasing,0.04240604327828201,-2.4360760055535717,34.125,73.875
JA48,decreasing,0.015913286769489554,-1.8467691036781342,34.125,74.125
JA49,decreasing,0.026404804618867628,-1.6139440300999979,34.125,74.375
JA5,decreasing,0.018452305746918585,-1.3796159523958318,31.875,72.375
JA50,decreasing,0.039709797346107356,-1.5053483655166673,34.125,74.625
JA51,decreasing,0.04826478343874108,-1.3733074198051267,34.125,74.875
JA52,decreasing,0.006185173069054972,-1.616264803364905,34.125,75.125
JA53,decreasing,0.01004289158506766,-1.4046704574722226,34.125,75.375
JA54,decreasing,0.01268031791827573,-2.411445056547624,34.375,73.375
JA55,decreasing,0.019849908135755934,-2.100121680083335,34.375,73.625
JA56,decreasing,0.037160458141364705,-2.0563237691363754,34.375,73.875
JA57,decreasing,0.010862005929523466,-1.5722071250344793,34.375,74.125
JA58,decreasing,0.014763053182982988,-1.4093759485904758,34.375,74.375
JA59,decreasing,0.01714159544079563,-1.2824788298704606,34.375,74.625
JA6,decreasing,0.0229245736165391,-1.5799653898661585,32.125,72.125
JA60,decreasing,0.01173997130153892,-1.0940648492308274,34.375,74.875
JA61,decreasing,0.0037167668739694903,-1.5509392791139134,34.375,75.125
JA62,decreasing,0.04826478343874108,-2.20381285594534,34.625,73.375
JA63,decreasing,0.04525554618596206,-1.830781835142853,34.625,73.625
JA64,no trend,0.05831741573896787,-1.5957220877821432,34.625,73.875
JA65,decreasing,0.018452305746918585,-1.0929469523437538,34.625,74.125
