,Result,p_value,Sen_Slope,Latitude,Longitude
CA38,increasing,2.4427852551633933e-05,0.9159897994814804,33.125,74.125
CA39,increasing,4.3254431597583576e-05,0.8803396314634142,33.125,74.375
CA4,increasing,3.895086475580456e-10,0.7184745733999975,31.625,72.875
CA40,increasing,0.00021226714311217698,0.7781931468813552,33.125,74.625
CA41,increasing,0.00029571151004659235,0.727469021578946,33.125,74.875
CA42,increasing,7.648606157095728e-06,0.8598697874000095,33.125,75.125
CA43,increasing,2.17877901986796e-06,0.8610233072727259,33.125,75.375
CA44,increasing,9.612668068204044e-07,0.8212451979999997,33.125,75.625
CA45,increasing,5.811013465972792e-07,0.769680948106382,33.125,75.875
CA46,increasing,0.0016037841177298784,0.527888126333328,33.125,76.125
CA47,increasing,0.00037052271858484254,0.4698765990000023,33.125,76.375
CA48,increasing,0.006841297830529447,0.28239992207142806,33.125,76.625
CA49,increasing,0.0030192232016252873,0.23824233038461473,33.375,74.375
CA5,increasing,2.1797994520511565e-09,0.6892888743870966,31.875,72.625
CA50,increasing,0.00048596183676252735,0.7719768807888897,33.375,74.625
CA51,increasing,0.0027136856311547053,0.6633184301551732,33.375,74.875
CA52,increasing,0.027244335591832147,0.48607508546511624,33.375,75.125
CA53,increasing,0.0001474015947069418,0.6566310670499992,33.375,75.625
CA54,increasing,2.2389889634544247e-05,0.6046483664090904,33.375,75.875
CA55,increasing,1.317336727146845e-05,0.5553518166249987,33.375,76.125
CA56,increasing,0.017414135259301577,0.3309994267250005,33.375,76.375
CA57,increasing,0.03374747859208749,0.24447113227272801,33.375,76.625
CA58,no trend,0.12798847972762917,0.1542764748703702,33.625,75.625
CA59,increasing,0.0006342716201532816,0.40927507972413985,33.625,75.875
CA6,increasing,7.265916757148716e-10,0.7544880171199998,31.875,72.875
CA60,no trend,0.1263599736155412,0.23053560750000052,33.625,76.125
CA61,no trend,0.23705096822369587,0.15584435784615364,33.875,75.625
CA62,no trend,0.26959333192653423,0.15402801397499816,33.875,75.875
CA63,no trend,0.39939743144247863,0.1030538563571431,33.875,76.125
CA64,no trend,0.6288060065543357,0.05304859783333408,34.125,75.625
CA7,increasing,5.908611377947182e-10,0.8395485192592592,31.875,73.125
CA8,increasing,2.557034584071971e-10,0.9355912059250002,31.875,73.375
CA9,increasing,1.7318510425745615e-07,0.8008483057872341,32.125,72.875
JA1,increasing,5.642341038836207e-09,0.4961507412857153,31.375,72.125
JA10,increasing,0.00607570382649536,0.3663725920377369,32.375,72.125
JA11,increasing,0.0010648651532647602,0.46065280177419304,32.375,72.375
JA12,increasing,1.0054491643929353e-05,0.6384849398684213,32.375,72.625
JA13,increasing,2.815602325068056e-06,0.7435959978289468,32.375,72.875
JA14,increasing,0.0007319475792293417,0.5612511237600006,32.625,72.625
JA15,increasing,0.002599589152967763,0.5581092467619045,32.625,72.875
JA16,increasing,9.612668068204044e-07,0.8904910651282045,32.625,73.125
JA17,increasing,2.1096626579009126e-06,0.9305046622499994,32.625,73.375
JA18,increasing,0.0029557146843735005,0.5938515839583344,32.875,72.875
JA19,increasing,7.743994419362465e-05,0.7472879183283585,32.875,73.125
JA2,increasing,1.0100111635935605e-08,0.5268857434117649,31.625,72.125
JA20,increasing,8.381757838682447e-06,0.9284098063733347,32.875,73.375
JA21,increasing,2.4776226805744983e-06,1.0827061340000028,32.875,73.625
JA22,increasing,0.00030326428193339083,0.7607320975000005,33.125,73.125
JA23,increasing,6.216244145162975e-05,0.9112465486216202,33.125,73.375
JA24,increasing,3.480377412934388e-07,1.1055902595185179,33.125,73.625
JA25,increasing,9.181797282042936e-06,1.1137753047346943,33.125,73.875
JA26,increasing,0.0001865150053921294,0.8497754182238816,33.375,73.375
JA27,increasing,4.205247873434459e-05,0.9609016719444449,33.375,73.625
JA28,increasing,0.0015682403213426177,0.709450272625002,33.375,73.875
JA29,increasing,0.0007147531915081551,0.6265876459999973,33.375,74.125
JA3,increasing,4.637322303935321e-09,0.5739098566511621,31.625,72.375
JA30,increasing,0.0016771061867060233,0.7492201343799997,33.625,73.625
JA31,increasing,0.005388158995078385,0.6924500757599981,33.625,73.875
JA32,no trend,0.06263489741231609,0.47227234813559477,33.625,74.125
JA33,increasing,0.026346614192444218,0.4433301115342444,33.625,74.375
JA34,increasing,0.016509957836738698,0.5388590512903214,33.625,74.625
JA35,increasing,0.015094427418352652,0.5152722026086923,33.625,74.875
JA36,no trend,0.1329720027781378,0.2789939136428567,33.625,75.125
JA37,increasing,0.006197685655045637,0.42777219854285625,33.625,75.375
JA38,increasing,0.010058216721417157,0.6065733886666749,33.875,73.625
JA39,increasing,0.027703011309899717,0.5152415137209292,33.875,73.875
JA4,increasing,5.47734753109097e-08,0.5314683882666669,31.875,72.125
JA40,no trend,0.17629978655143907,0.33315586157575716,33.875,74.125
JA41,no trend,0.17215839526639853,0.2776093160625006,33.875,74.375
JA42,no trend,0.2639666898651223,0.19418027583332767,33.875,74.625
JA43,no trend,0.652173072073502,0.10918083793750011,33.875,74.875
JA44,no trend,0.36386591137481306,0.16181688060465158,33.875,75.125
JA45,no trend,0.32073610386300677,0.14360249051282034,33.875,75.375
JA46,no trend,0.12798847972762917,0.40687021957575875,34.125,73.625
JA47,no trend,0.20271812771495945,0.32352442013333366,34.125,73.875
JA48,no trend,0.26959333192653423,0.26929227611594264,34.125,74.125
JA49,no trend,0.4845633017753719,0.15048500507462656,34.125,74.375
JA5,increasing,1.791147785645819e-08,0.6064389559999998,31.875,72.375
JA50,no trend,0.7637981457716971,0.05924822105263454,34.125,74.625
JA51,no trend,0.9012216145508047,-0.030822529873016865,34.125,74.875
JA52,no trend,0.8857248009122696,0.026232033542856924,34.125,75.125
JA53,no trend,0.937517429582533,0.01616135718518308,34.125,75.375
JA54,no trend,0.21696064785977365,0.3305388704262291,34.375,73.375
JA55,no trend,0.28993156372717976,0.2642522821224499,34.375,73.625
JA56,no trend,0.44080181969197896,0.18383910486363772,34.375,73.875
JA57,no trend,0.4683832422610448,0.13417504839999594,34.375,74.125
JA58,no trend,0.8344159704401124,0.037733486666686154,34.375,74.375
JA59,no trend,0.9063958955697125,-0.02345044174603031,34.375,74.625
JA6,increasing,0.0010405168766083328,0.3968941758541673,32.125,72.125
JA60,no trend,0.5522036208028585,-0.10776346788679213,34.375,74.875
JA61,no trend,0.7144976511104018,-0.05236969881132057,34.375,75.125
JA62,no trend,0.6806691915346033,0.09822636492307825,34.625,73.375
JA63,no trend,0.7390137909753638,0.06543334737930818,34.625,73.625
JA64,no trend,0.8242310411795755,0.041335315733332816,34.625,73.875
JA65,no trend,0.9219417221195312,0.025763177569619034,34.625,74.125
JA66,no trend,0.8599964948596188,-0.027130943750001062,34.625,74.375
JA67,no trend,0.5220496751289829,-0.12098407913636225,34.625,74.625
JA68,no trend,0.27530171876520027,-0.18493492005555368,34.625,74.875
JA69,no trend,0.452506848023722,-0.11341048807692453,34.625,75.125
JA7,increasing,5.799119954463805e-06,0.5507616205538465,32.125,72.375
JA70,no trend,0.7787876418937418,-0.0645878973793117,34.875,73.625
JA71,no trend,0.6711172015767364,-0.07266706442666797,34.875,73.875
JA72,no trend,0.6902726795328469,-0.08045853083673678,34.875,74.125
JA73,no trend,0.4683832422610448,-0.1339368783448255,34.875,74.375
JA74,no trend,0.24491373014443707,-0.20356169313999942,34.875,74.625
JA8,increasing,1.4758127790948095e-06,0.6231230806363635,32.125,72.625
JA9,increasing,0.0002672272771222506,0.4254118977118641,32.375,71.875
